Name,Edition,Price,Type,Mana Cost
Form of the Dinosaur,Cheapest Recent Printing - Rivals of Ixalan,0.13,Enchantment,sym_4 sym_r sym_r
Form of the Dragon,Cheapest Recent Printing - Ninth Edition,0.48,Enchantment,sym_4 sym_r sym_r sym_r
Form of the Mulldrifter,Cheapest Recent Printing - Mystery Booster Playtest Cards 2021,0.20,Tribal Enchantment - Elemental,sym_4 sym_u
Form of the Squirrel,Cheapest Recent Printing - Unhinged,8.29,Enchantment,sym_g
Formation,Cheapest Recent Printing - Ice Age,0.74,Instant,sym_1 sym_w
Formation Breaker,Cheapest Recent Printing - Tarkir: Dragonstorm,0.05,Creature - Beast,sym_1 sym_g
Formless Genesis,Cheapest Recent Printing - Edge of Eternities Commander,0.14,Kindred Sorcery - Shapeshifter,sym_2 sym_g
Formless Nurturing,Cheapest Recent Printing - Fate Reforged,0.03,Sorcery,sym_3 sym_g
Forsake the Worldly,Cheapest Recent Printing - Amonkhet,0.07,Instant,sym_2 sym_w
Forsaken City,Cheapest Recent Printing - The List,0.77,Land,
Forsaken Crossroads,Cheapest Recent Printing - Mystery Booster 2,31.46,Land,
Forsaken Drifters,Cheapest Recent Printing - Born of the Gods,0.06,Creature - Zombie,sym_3 sym_b
Forsaken Miner,Cheapest Recent Printing - Outlaws of Thunder Junction,0.37,Creature - Skeleton Rogue,sym_b
Forsaken Monument,Cheapest Recent Printing - Zendikar Rising,3.17,Legendary Artifact,sym_5
Forsaken Sanctuary,Cheapest Recent Printing - Core Set 2019,0.11,Land,
Forsaken Wastes,Cheapest Recent Printing - Mirage,16.23,World Enchantment,sym_2 sym_b
Forsworn Paladin,Cheapest Recent Printing - Adventures in the Forgotten Realms,0.23,Creature - Human Knight,sym_b
Forth Eorlingas!,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Commander,3.44,Sorcery,sym_x sym_r sym_w
Fortified Area,Cheapest Recent Printing - Fourth Edition,0.12,Enchantment,sym_1 sym_w sym_w
Fortified Beachhead,Cheapest Recent Printing - The Brothers' War,0.15,Land,
Fortified Rampart,Cheapest Recent Printing - Battle for Zendikar,0.06,Creature - Wall,sym_1 sym_w
Fortified Village,Cheapest Recent Printing - Shadows over Innistrad,0.26,Land,
Fortify,Cheapest Recent Printing - Magic 2014 Core Set,0.06,Instant,sym_2 sym_w
Fortifying Draught,Cheapest Recent Printing - Strixhaven: School of Mages,0.05,Instant,sym_g
Fortifying Provisions,Cheapest Recent Printing - Throne of Eldraine,0.05,Enchantment,sym_2 sym_w
Fortitude,Cheapest Recent Printing - Urza's Saga,0.24,Enchantment - Aura,sym_1 sym_g
Fortress Crab,Cheapest Recent Printing - Core Set 2020,0.04,Creature - Crab,sym_3 sym_u
Fortress Cyclops,Cheapest Recent Printing - Gatecrash,0.04,Creature - Cyclops Soldier,sym_3 sym_r sym_w
Fortress Kin-Guard,Cheapest Recent Printing - Tarkir: Dragonstorm,0.02,Creature - Dog Soldier,sym_1 sym_w
Fortuitous Find,Cheapest Recent Printing - Kaladesh,0.11,Sorcery,sym_2 sym_b
Fortunate Few,Cheapest Recent Printing - Commander 2017,0.26,Sorcery,sym_3 sym_w sym_w
Fortune Teller,Cheapest Recent Printing - Unfinity,0.11,Artifact - Attraction,
Fortune Teller's Talent,Cheapest Recent Printing - Bloomburrow Commander,0.31,Enchantment - Class,sym_u
Fortune Thief,Cheapest Recent Printing - Time Spiral,0.54,Creature - Human Rogue,sym_4 sym_r
"Fortune, Loyal Steed",Cheapest Recent Printing - Outlaws of Thunder Junction,0.12,Legendary Creature - Beast Mount,sym_2 sym_w
Fortune's Favor,Cheapest Recent Printing - Eldritch Moon,0.11,Instant,sym_3 sym_u
Forum Familiar,Cheapest Recent Printing - Murders at Karlov Manor,0.08,Creature - Cat,sym_w
Fossil Find,Cheapest Recent Printing - Shadowmoor,0.22,Sorcery,sym_rg
Foster,Cheapest Recent Printing - Mercadian Masques,0.51,Enchantment,sym_2 sym_g sym_g
Foul Emissary,Cheapest Recent Printing - Eldritch Moon,0.03,Creature - Human Horror,sym_2 sym_g
Foul Familiar,Cheapest Recent Printing - Ice Age,0.10,Creature - Spirit,sym_2 sym_b
Foul Imp,Cheapest Recent Printing - Ninth Edition,0.19,Creature - Imp,sym_b sym_b
Foul Orchard,Cheapest Recent Printing - Core Set 2019,0.08,Land,
Foul Play,Cheapest Recent Printing - Innistrad: Midnight Hunt,0.03,Sorcery,sym_1 sym_b
Foul Presence,Cheapest Recent Printing - Apocalypse,0.05,Enchantment - Aura,sym_2 sym_b
Foul Renewal,Cheapest Recent Printing - Dragons of Tarkir,0.20,Instant,sym_3 sym_b
Foul Roads,Cheapest Recent Printing - Aetherdrift,0.05,Land,
Foul Spirit,Cheapest Recent Printing - Portal Second Age,0.96,Creature - Spirit,sym_2 sym_b
Foul Watcher,Cheapest Recent Printing - Modern Horizons 2,0.06,Creature - Nightmare Bird,sym_1 sym_u
Foul-Tongue Invocation,Cheapest Recent Printing - Dragons of Tarkir,0.10,Instant,sym_2 sym_b
Foul-Tongue Shriek,Cheapest Recent Printing - Dragons of Tarkir,0.22,Instant,sym_b
Foulmire Knight // Profane Insight,Cheapest Recent Printing - Throne of Eldraine,0.15,Creature - Zombie Knight // Instant - Adventure,sym_b sym_2 sym_b
Found Footage,Cheapest Recent Printing - Duskmourn: House of Horror,0.03,Artifact - Clue,sym_1
Foundation Breaker,Cheapest Recent Printing - Modern Horizons 2,0.33,Creature - Elemental,sym_3 sym_g
Founding of Omashu,Cheapest Recent Printing - Avatar: The Last Airbender Eternal,0.33,Enchantment - Saga,sym_2 sym_r
Founding the Third Path,Cheapest Recent Printing - Dominaria United,0.08,Enchantment - Saga,sym_1 sym_u
Foundry Assembler,Cheapest Recent Printing - Aether Revolt,0.05,Artifact Creature - Assembly-Worker,sym_5
Foundry Beetle,Cheapest Recent Printing - Alchemy: Kamigawa,N/A,Artifact Creature - Equipment Insect,sym_1 sym_r
Foundry Champion,Cheapest Recent Printing - Gatecrash,0.18,Creature - Elemental Soldier,sym_4 sym_r sym_w
Foundry Groundbreaker,Cheapest Recent Printing - Alchemy: The Brothers' War,N/A,Creature - Human Artificer,sym_3 sym_g
Foundry Helix,Cheapest Recent Printing - Modern Horizons 2,0.04,Instant,sym_1 sym_r sym_w
Foundry Hornet,Cheapest Recent Printing - Aether Revolt,0.07,Creature - Insect,sym_3 sym_b
Foundry Inspector,Cheapest Recent Printing - Kaladesh,0.24,Artifact Creature - Construct,sym_3
Foundry of the Consuls,Cheapest Recent Printing - Magic Origins,0.14,Land,
Foundry Screecher,Cheapest Recent Printing - Kaladesh,0.08,Creature - Bat,sym_2 sym_b
Foundry Street Denizen,Cheapest Recent Printing - Magic 2015 Core Set,0.10,Creature - Goblin Warrior,sym_r
Fountain of Cho,Cheapest Recent Printing - Mercadian Masques,0.35,Land,
Fountain of Ichor,Cheapest Recent Printing - Modern Horizons,0.08,Artifact,sym_3
Fountain of Renewal,Cheapest Recent Printing - Core Set 2019,0.46,Artifact,sym_1
Fountain of Youth,Cheapest Recent Printing - Tenth Edition,0.22,Artifact,sym_0
Fountain Watch,Cheapest Recent Printing - Mercadian Masques,1.71,Creature - Human Cleric,sym_3 sym_w sym_w
Fountainport,Cheapest Recent Printing - Bloomburrow,3.21,Land,
Fountainport Bell,Cheapest Recent Printing - Bloomburrow,0.06,Artifact,sym_1
Fountainport Charmer,Cheapest Recent Printing - Alchemy: Bloomburrow,N/A,Creature - Frog Bard,sym_1 sym_g
Four Knocks,Cheapest Recent Printing - Doctor Who,0.43,Enchantment,sym_2 sym_w
Fourth Bridge Prowler,Cheapest Recent Printing - Aether Revolt,0.09,Creature - Human Rogue,sym_b
Fowl Play,Cheapest Recent Printing - Unglued,0.23,Enchantment - Aura,sym_2 sym_u
Fowl Strike,Cheapest Recent Printing - Modern Horizons 3,0.03,Instant,sym_1 sym_g
Fox,Cheapest Recent Printing - Extras: Modern Horizons 3,N/A,Token Creature - Fox,
Fox // Energy Reserve,Cheapest Recent Printing - Extras: Modern Horizons 3,N/A,Token,
Fox // Phyrexian Germ,Cheapest Recent Printing - Extras: Modern Horizons 3,N/A,Token,
Fox // Servo,Cheapest Recent Printing - Extras: Modern Horizons 3,N/A,Token,
Foxfire,Cheapest Recent Printing - Fifth Edition,0.21,Instant,sym_2 sym_g
Foxfire Oak,Cheapest Recent Printing - Shadowmoor,0.09,Creature - Treefolk Shaman,sym_5 sym_g
Fractal,Cheapest Recent Printing - Extras: Strixhaven: School of Mages,N/A,Token Creature - Fractal,
Fractal // Copy,Cheapest Recent Printing - Extras: Commander 2021,N/A,Token,
Fractal // Scarecrow,Cheapest Recent Printing - Extras: Duskmourn: House of Horror Commander,N/A,Token,
Fractal // Treasure,Cheapest Recent Printing - Extras: Strixhaven: School of Mages,N/A,Token,
Fractal Harness,Cheapest Recent Printing - Commander 2021,0.82,Artifact - Equipment,sym_x sym_2 sym_g
Fractal Summoning,Cheapest Recent Printing - Strixhaven: School of Mages,0.05,Sorcery - Lesson,sym_x sym_gu sym_gu
Fraction Jackson,Cheapest Recent Printing - Unhinged,0.48,Creature - Human Hero,sym_2 sym_g
Fracture,Cheapest Recent Printing - Strixhaven: School of Mages,0.46,Instant,sym_w sym_b
Fractured Identity,Cheapest Recent Printing - Breaking News,0.36,Sorcery,sym_3 sym_w sym_u
Fractured Loyalty,Cheapest Recent Printing - Mirrodin,0.17,Enchantment - Aura,sym_1 sym_r
Fractured Powerstone,Cheapest Recent Printing - The List,0.28,Artifact,sym_2
Fractured Sanity,Cheapest Recent Printing - Modern Horizons 2,1.77,Sorcery,sym_u sym_u sym_u
Fracturing Gust,Cheapest Recent Printing - From the Vault: Annihilation,1.33,Instant,sym_2 sym_gw sym_gw sym_gw
Fragment Reality,Cheapest Recent Printing - Alchemy: Kamigawa,N/A,Instant,sym_w
Fragmentize,Cheapest Recent Printing - Kaladesh,0.04,Sorcery,sym_w
Framed!,Cheapest Recent Printing - Unhinged,0.15,Instant,sym_1 sym_u
"Francisco, Fowl Marauder",Cheapest Recent Printing - The Lost Caverns of Ixalan Commander,0.08,Legendary Creature - Bird Pirate,sym_1 sym_b
Frankenstein's Monster,Cheapest Recent Printing - The Dark,8.92,Creature - Zombie,sym_x sym_b sym_b
Frankie Peanuts,Cheapest Recent Printing - The List (Unfinity Foil Edition),0.32,Legendary Creature - Elephant Rogue,sym_2 sym_w sym_w
Frantic Confrontation,Cheapest Recent Printing - Avatar: The Last Airbender Eternal,0.25,Instant,sym_x sym_r
Frantic Firebolt,Cheapest Recent Printing - Wilds of Eldraine,0.05,Instant,sym_2 sym_r
Frantic Inventory,Cheapest Recent Printing - Core Set 2021,0.12,Instant,sym_1 sym_u
Frantic Purification,Cheapest Recent Printing - Torment,0.16,Instant,sym_2 sym_w
Frantic Salvage,Cheapest Recent Printing - Mirrodin Besieged,0.10,Instant,sym_3 sym_w
Frantic Scapegoat,Cheapest Recent Printing - Murders at Karlov Manor,0.06,Creature - Goat,sym_r
Frantic Search,Cheapest Recent Printing - Tarkir: Dragonstorm Commander,0.36,Instant,sym_2 sym_u
Frantic Strength,Cheapest Recent Printing - Duskmourn: House of Horror,0.04,Enchantment - Aura,sym_2 sym_g
Fraternal Exaltation,Cheapest Recent Printing - Celebration Cards,N/A,Sorcery,sym_u sym_u sym_u sym_u
Fraying Line,Cheapest Recent Printing - Commander Legends: Battle for Baldur's Gate,0.13,Artifact,sym_4
Fraying Omnipotence,Cheapest Recent Printing - Core Set 2019,0.54,Sorcery,sym_3 sym_b sym_b
Fraying Sanity,Cheapest Recent Printing - Hour of Devastation,0.40,Enchantment - Aura Curse,sym_2 sym_u
Frazzle,Cheapest Recent Printing - Guildpact,0.11,Instant,sym_3 sym_u
Frazzled Editor,Cheapest Recent Printing - Unhinged,0.29,Creature - Human Bureaucrat,sym_1 sym_r
Free from Flesh,Cheapest Recent Printing - Phyrexia: All Will Be One,0.02,Instant,sym_r
Free-for-All,Cheapest Recent Printing - Unglued,2.24,Enchantment,sym_3 sym_u
Free-Range Chicken,Cheapest Recent Printing - Unsanctioned,0.08,Creature - Bird,sym_3 sym_g
Freed from the Real,Cheapest Recent Printing - Saviors of Kamigawa,7.06,Enchantment - Aura,sym_2 sym_u
Freedom Fighter Recruit,Cheapest Recent Printing - Avatar: The Last Airbender Eternal,0.09,Creature - Human Rebel Ally,sym_1 sym_r
Freedom Fighters,Cheapest Recent Printing - Avatar: The Last Airbender Jumpstart Front Cards,N/A,Token,
Freejam Regent,Cheapest Recent Printing - Aether Revolt,0.14,Creature - Dragon,sym_4 sym_r sym_r
Freelance Muscle,Cheapest Recent Printing - Streets of New Capenna,0.09,Creature - Rhino Warrior,sym_4 sym_g
Freestrider Commando,Cheapest Recent Printing - Outlaws of Thunder Junction,0.04,Creature - Centaur Mercenary,sym_2 sym_g
Freestrider Lookout,Cheapest Recent Printing - Outlaws of Thunder Junction,0.22,Creature - Human Rogue,sym_2 sym_g
Freewind Equenaut,Cheapest Recent Printing - Dissension,0.13,Creature - Human Archer,sym_2 sym_w
Freewind Falcon,Cheapest Recent Printing - Visions,0.27,Creature - Bird,sym_1 sym_w
Freeze in Place,Cheapest Recent Printing - Wilds of Eldraine,0.11,Sorcery,sym_1 sym_u
Frenemy of the Guildpact,Cheapest Recent Printing - Mystery Booster Playtest Cards 2021,0.17,Creature - Spirit,sym_1 sym_g
Frenetic Efreet,Cheapest Recent Printing - Mirage,6.86,Creature - Efreet,sym_1 sym_u sym_r
Frenetic Ogre,Cheapest Recent Printing - Odyssey,0.15,Creature - Ogre,sym_4 sym_r
Frenetic Raptor,Cheapest Recent Printing - Legions,0.17,Creature - Dinosaur Beast,sym_5 sym_r
Frenetic Sliver,Cheapest Recent Printing - Planar Chaos,0.58,Creature - Sliver,sym_1 sym_u sym_r
Frenzied Arynx,Cheapest Recent Printing - Ravnica Allegiance,0.04,Creature - Cat Beast,sym_2 sym_r sym_g
Frenzied Baloth,Cheapest Recent Printing - Edge of Eternities,1.78,Creature - Beast,sym_g sym_g
Frenzied Devils,Cheapest Recent Printing - Innistrad: Crimson Vow,0.06,Creature - Devil,sym_4 sym_r
Frenzied Fugue,Cheapest Recent Printing - The List,0.33,Enchantment - Aura,sym_3 sym_r
Frenzied Geistblaster,Cheapest Recent Printing - Alchemy: Innistrad,N/A,Creature - Human Wizard,sym_1 sym_r
Frenzied Goblin,Cheapest Recent Printing - Foundations,0.07,Creature - Goblin Berserker,sym_r
Frenzied Gorespawn,Cheapest Recent Printing - Ravnica: Clue Edition,1.13,Creature - Horror,sym_3 sym_b sym_r
Frenzied Rage,Cheapest Recent Printing - Dominaria,0.07,Enchantment - Aura,sym_1 sym_r
Frenzied Raider,Cheapest Recent Printing - Kaldheim,0.04,Creature - Demon Berserker,sym_1 sym_r
Frenzied Raptor,Cheapest Recent Printing - Ikoria: Lair of Behemoths,0.05,Creature - Dinosaur,sym_2 sym_r
Frenzied Saddlebrute,Cheapest Recent Printing - The List,0.15,Creature - Orc Warrior,sym_4 sym_r
Frenzied Tilling,Cheapest Recent Printing - Gatecrash,0.08,Sorcery,sym_3 sym_r sym_g
Frenzy Sliver,Cheapest Recent Printing - Future Sight,0.29,Creature - Sliver,sym_1 sym_b
Fresh Meat,Cheapest Recent Printing - New Phyrexia,0.25,Instant,sym_3 sym_g
Fresh Start,Cheapest Recent Printing - Tarkir: Dragonstorm,0.08,Enchantment - Aura,sym_1 sym_u
Fresh Volunteers,Cheapest Recent Printing - Mercadian Masques,0.12,Creature - Human Rebel,sym_1 sym_w
Fresh-Faced Recruit,Cheapest Recent Printing - Guilds of Ravnica,0.04,Creature - Human Soldier,sym_1 sym_rw
Fretwork Colony,Cheapest Recent Printing - Kaladesh,0.05,Creature - Insect,sym_1 sym_b
Freya Crescent,Cheapest Recent Printing - Final Fantasy,0.09,Legendary Creature - Rat Knight,sym_r
Freyalise Supplicant,Cheapest Recent Printing - Ice Age,0.25,Creature - Human Cleric,sym_1 sym_g
"Freyalise, Llanowar's Fury",Cheapest Recent Printing - Commander Masters,1.87,Legendary Planeswalker - Freyalise,sym_3 sym_g sym_g
"Freyalise, Skyshroud Partisan",Cheapest Recent Printing - Jumpstart: Historic Horizons,N/A,Legendary Planeswalker - Freyalise,sym_1 sym_g sym_g
Freyalise's Charm,Cheapest Recent Printing - Ice Age,0.20,Enchantment,sym_g sym_g
Freyalise's Radiance,Cheapest Recent Printing - Coldsnap,0.14,Enchantment,sym_1 sym_g
Freyalise's Winds,Cheapest Recent Printing - Ice Age,0.56,Enchantment,sym_2 sym_g sym_g
Friarball,Cheapest Recent Printing - Mystery Booster 2 Playtest Cards,0.17,Sorcery,sym_3 sym_w
Friendly Fire,Cheapest Recent Printing - Fate Reforged,0.04,Instant,sym_3 sym_r
Friendly Ghost,Cheapest Recent Printing - Duskmourn: House of Horror,0.03,Creature - Spirit,sym_3 sym_w
Friendly Neighborhood,Cheapest Recent Printing - Marvel's Spider-Man,0.16,Enchantment - Aura,sym_3 sym_w
Friendly Rivalry,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth,0.07,Instant,sym_r sym_g
Friendly Teddy,Cheapest Recent Printing - Duskmourn: House of Horror,0.05,Artifact Creature - Bear Toy,sym_2
Frightcrawler,Cheapest Recent Printing - Odyssey,0.09,Creature - Horror,sym_1 sym_b
Frightful Delusion,Cheapest Recent Printing - Innistrad,0.08,Instant,sym_2 sym_u
Frightshroud Courier,Cheapest Recent Printing - Onslaught,0.17,Creature - Zombie,sym_2 sym_b
Frilled Cave-Wurm,Cheapest Recent Printing - The Lost Caverns of Ixalan,0.06,Creature - Salamander Wurm,sym_3 sym_u
Frilled Deathspitter,Cheapest Recent Printing - Rivals of Ixalan,0.13,Creature - Dinosaur,sym_2 sym_r
Frilled Mystic,Cheapest Recent Printing - Ravnica Allegiance,0.10,Creature - Elf Lizard Wizard,sym_g sym_g sym_u sym_u
Frilled Oculus,Cheapest Recent Printing - Gatecrash,0.04,Creature - Homunculus,sym_1 sym_u
Frilled Sandwalla,Cheapest Recent Printing - Core Set 2020,0.13,Creature - Lizard,sym_g
Frilled Sea Serpent,Cheapest Recent Printing - Core Set 2020,0.03,Creature - Serpent,sym_4 sym_u sym_u
Frilled Sparkshooter,Cheapest Recent Printing - Bloomburrow,0.02,Creature - Lizard Archer,sym_3 sym_r
Frillscare Mentor,Cheapest Recent Printing - Ikoria: Lair of Behemoths,0.06,Creature - Human Warrior,sym_2 sym_r
Frodo Baggins,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth,0.12,Legendary Creature - Halfling Scout,sym_g sym_w
"Frodo, Adventurous Hobbit",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Commander,0.31,Legendary Creature - Halfling Scout,sym_w sym_b
"Frodo, Determined Hero",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth,0.52,Legendary Creature - Halfling Warrior,sym_1 sym_w
"Frodo, Sauron's Bane",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth,0.17,Legendary Creature - Halfling Citizen,sym_w
Frog,Cheapest Recent Printing - Extras: Final Fantasy,N/A,Token Creature - Frog,
Frog Lizard,Cheapest Recent Printing - Extras: Ravnica Allegiance,N/A,Token,
Frog Lizard // Dragon,Cheapest Recent Printing - Extras: Tarkir: Dragonstorm Commander,N/A,Token,
Frog Lizard // Elephant,Cheapest Recent Printing - Extras: Commander 2021,N/A,Token,
Frog Lizard // Merfolk,Cheapest Recent Printing - Extras: The Lost Caverns of Ixalan Commander,N/A,Token,
Frog Tongue,Cheapest Recent Printing - Tempest,0.55,Enchantment - Aura,sym_g
Frog-Squirrels,Cheapest Recent Printing - Avatar: The Last Airbender Eternal,0.10,Creature - Frog Squirrel,sym_1 sym_g
Froghemoth,Cheapest Recent Printing - Adventures in the Forgotten Realms,0.65,Creature - Frog Horror,sym_3 sym_g sym_g
Frogify,Cheapest Recent Printing - Throne of Eldraine,0.16,Enchantment - Aura,sym_1 sym_u
Frogkin Kidnapper,Cheapest Recent Printing - Mystery Booster Playtest Cards 2021,0.33,Creature - Frog Rogue,sym_1 sym_b
Frogmite,Cheapest Recent Printing - Mirrodin,0.24,Artifact Creature - Frog,sym_4
Frogmyr Enforcer,Cheapest Recent Printing - Modern Horizons 3,0.10,Artifact Creature - Frog Myr,sym_7
Frogtosser Banneret,Cheapest Recent Printing - Morningtide,0.16,Creature - Goblin Rogue,sym_1 sym_b
Frolicking Familiar // Blow Off Steam,Cheapest Recent Printing - Wilds of Eldraine,0.11,Creature - Otter Wizard // Instant - Adventure,sym_2 sym_u sym_r
From Beyond,Cheapest Recent Printing - Battle for Zendikar,3.64,Enchantment,sym_3 sym_g
From Father to Son,Cheapest Recent Printing - Final Fantasy,0.17,Sorcery,sym_1 sym_w
From the Ashes,Cheapest Recent Printing - Commander 2013,1.35,Sorcery,sym_3 sym_r
From the Catacombs,Cheapest Recent Printing - Commander Legends: Battle for Baldur's Gate,0.76,Sorcery,sym_3 sym_b sym_b
From the Rubble,Cheapest Recent Printing - The Lost Caverns of Ixalan Commander,0.11,Enchantment,sym_4 sym_w sym_w
From Under the Floorboards,Cheapest Recent Printing - Shadows over Innistrad,0.20,Sorcery,sym_3 sym_b sym_b
Frondland Felidar,Cheapest Recent Printing - Ikoria: Lair of Behemoths,0.10,Creature - Cat Beast,sym_2 sym_g sym_w
Front Card: Blink,Cheapest Recent Printing - Jumpstart 2022 Front Cards,N/A,Token,
Front Card: Bounty Hunter,Cheapest Recent Printing - Avatar: The Last Airbender Jumpstart Front Cards,N/A,Token,
